Personal Hate	খবিস মাইয়া মাথায় 10 তালা বিল্ডিং নিয়া গুরে.
Personal Hate	বিচারক মহিলাটা তো দেখতে ইদুরের মত আবার অন্য মেয়েদের কাপড় নিয়ে কথা বলে।
Personal Hate	বোকাচোদা মাগীর মাগী চোট্টা আজাদ,
Personal Hate	এত বাজে অভিনয় আর বাজে বিষয় নিয়ে কেন যে বঙ্গবিডি কাজ করতে দেয়
Personal Hate	হাহাহ... সব আবাল বাংলাদেশ এ
Personal Hate	কোরবানির হাটে বারি খেয়ে। বালের কনটেন্ট বানায়। হিজরায় 
Personal Hate	কিরে তুই কি পাবলিকের কমেন্ট পড়স না,তোরে তো কেউ দেখতেই পারে না,
Personal Hate	তুই ইউটিউব থেকে বিদায় নেস না কেন.. 
Personal Hate	এই ছাগল টাকে দেখলেই থাবড়াইতে মন চায়। 
Personal Hate	সনিকা মাগী বাঙালি নামের কলঙ্ক 
Personal Hate	আচ্ছা ভাই তোমাকে কি ছিলা বাঁশ দিয়ে পিটাই ছিলো নাকি আছিলা আইমিন আইক্কাওআলা বাঁশ দিয়া পিটাইছিলো? 
Personal Hate	শরম নাই শালা লুইচ্চাগো 
Personal Hate	শালা নুচ্ছামির আর জায়গা পাস না। 
Personal Hate	আমি কী করছি আমারে মারেন কেন??
Personal Hate	ফালতু মাইয়া কি গায়ে দিছে 
Personal Hate	স্পরশিয়ার কি পিরিয়ড চলছে নাকি? পায়ের উপ্রে লেগ তুলে বসে আছে এভাবে
Personal Hate	মাদারচোদ বাঙ্গালি কালচার নষ্ট করছে,
Personal Hate	পারে না কথা বলতে এর আবার উপস্থাপনা করে।
Personal Hate	সৌভিক ভাই আপনার হেয়ার স্টাইল টা কি আপনার গার্লফ্রেন্ড এর থেকে কপি করলেন নাকি 
Personal Hate	Bong আর কত দিন এই বাইনচোদ দের নিয়ে চালাবে
Personal Hate	মাইরটা তোর খাওয়া উচিৎ
Personal Hate	সৌভিক তোর কালো পাছার দাগ টা কি গেছে??
Personal Hate	বাংলাদেশ টা ওদের মত কিছু লোকের জন্য দেশটাকে ডুবিয়ে গেছে
Personal Hate	বাঁশ কিন্তু তোমার জন্য রেডি আছে, শুধু তোমারে আবার বাডে পাইয়া লই. কুত্তার বাচ্চা। 
Personal Hate	যতসব নোংরা বেপার উপস্থাপন করে।
Personal Hate	এই সৌভিক কাউয়া চুদা ছাড়া কি অন্য কোনো আর্টিস্ট নেই?
Personal Hate	কি কুত্তা গেও গেও করেছ কে 
Personal Hate	আসিফ হারামিরে দেখলে মাথা গরম হইয়া যায়...
Personal Hate	পোলা গুলি কিচ্ছু বুঝে না ধুকাইবার আগেই কাম শেষ ফালতু কথাকার 
Personal Hate	সব,পাগল,ছাগল
Personal Hate	বিয়ে তো করছে এক মক্কল বেডারে যেন বাইরে বাইরে ইত্রামি করতে পারে।
Personal Hate	বালি সোদাও না আবার বাংলায় জন্মগ্রহন করা মারাইছ কেন?
Personal Hate	পছন্দ করার মত একটা নায়িকা ছিলো কিন্তু এখন ওরে কুত্তা দিয়া চোদাইতে মন চাইতেছে 
Personal Hate	মেয়েগুলাও নিমনিমা বেশ্যা আর শয়তান,
Personal Hate	যে কমেন্টের রিপ্লাই দিয়া সৌভিকের চামচামি করবে,তার মাকে আমি কন্ডম ছাড়া চুদি
Personal Hate	যেই মাইজ্ঞা হালায় বিয়া করছে ওই হালায় সাগর পাইছে
Personal Hate	সাজু কুত্তার বাচ্চা ওর জন্ম পতিতালয়ে ।মাদারচোদ 
Personal Hate	ফাক ইউ ব্লাডি সাজু খাদেম। 
Personal Hate	টোটালি একটা পাগলের কারখানা, ছাত্র-শিক্ষক দুইজনে পাগল,
Personal Hate	মাদারচুদ তরে দেখলেই মেজাজ খারাপ হয়ে যায়
Personal Hate	বিচারক মেয়েটা কে আমার কাছে নিয়ে আসো,আমি তাকে ধরে সিফাদু থেরাপি দিবো..
Personal Hate	বিচারক শালির বেটি মনে হয় ইচ্ছে এর বাংলা জানে না।
Personal Hate	প্লিজ কেউ কন্ড়ম চারা ওরে চুদবেন্না
Personal Hate	এই জংলী প্রাণিটার নাম কি।মাথায় আওয়ামি কাউয়ার বাসা।
Personal Hate	ওকে প্রশ্ন করা উচিৎ চিলো,এই অডিসনে এই পজিসনে পোচাতে কয় টা খাটে রাত কাটাতে হয়েছে।
Personal Hate	মনটায় চায়তাছে তরে পাবনার পাগলা গারদে নিয়ে চুদাই 
Personal Hate	শফিক তর গাল দে কে মনে হয় তুই গাজা খাস 
Personal Hate	জাজ রাইতো আসল মূর্খ 
Personal Hate	ইমিকে সিফাত উল্লাহর কাছে পাঠিয়ে দেওয়া হওক পাছায় বেতের বাড়ি মারার জন্য
Personal Hate	সিয়াম ভালো টায়া মাগি ফালতু পাশের ছেলেটা ও ভালো
Personal Hate	মজিব কন্ডম টয়া খবিস 
Personal Hate	চুতমারানি ছিরতে পারনা ভেড়ীর বাল লাফ দিয়া ধরো মাইনসের বাল।
Personal Hate	মাগী তুই কি ভুলে গেলে যে তুই টিভির সামনে বসে কথা বলছিস
Personal Hate	আল্লাহ, আসিফের নুনু তুমি আরো ছোট কইরা দাও এইসব মাগীদের ইন্টারভিউ নেয়ার জন্য! 
Personal Hate	এরা স্বাভাবিক মস্তিকের মানুষ না 
Personal Hate	এই মাগির মুখে বাংলা ভাষা মানায় না। 
Personal Hate	এই শুয়োরছানা বাংলাদেশে কার চোদা খাওয়ার জন্য পড়ে আছে ? 
Personal Hate	বালের আবালের মত খালি ইংলিশ মারাও না! 
Personal Hate	এগের না চুদে ভাত খাওয়া যাই।
Personal Hate	এই ছামারের বাচ্ছারা, এটাকি ফ্যামেলি নিয়ে দেখার মত ভিডিও
Personal Hate	ভাই এই আলি জি-স্টার (আবাল-স্টার) রে আর কত পচাববেন
Personal Hate	পাছায় বারি খাওয়ার পর শোওফিকের তামাশা করতে ভাল লাগে!!!
Personal Hate	তোমার দুধ বড় কেনো.
Personal Hate	মাগি আল্লাহ ওর নাম নিস কেন এই নস্টা মুখে 
Personal Hate	আল্লাহই জানে এইডা ওই বলদ হাজব্যান্ডের বাচ্ছা কি না অন্য কারোর.
Personal Hate	ফকিন্নি যদি জাজ হয়,তাহল এমনই হইবো 
Personal Hate	চটি আজাদ পতিতালয়ের বাচ্চা,
Personal Hate	মাগি দের জন্য দেশ টা নষ্ট হয়ে যাচ্ছে 
Personal Hate	খানকি মরলে বুজবি।
Personal Hate	বাংলাদেশে যদি কোন খানকি থাকে সেইটা হলো টয়া
Personal Hate	মাইর গুলা কেমন লাগলো৷ বাশ এর বাড়ী 
Personal Hate	খানকি মাগি নডির পুলা মায়ের সামনে ভিডিও চালু করসিলাম আর তর বালের আহ সাইন্ড আইসা পরল।
Personal Hate	ইজ্জত আর রাখলি না খানকির পয়দা 
Personal Hate	বিয়ের কয় এক মাসে যদি বাচ্চা হয়ে যায় তাইলে তো শালী দশ বেটার লগে ঘষাঘষি করছে 
Personal Hate	বড় বড় সেলিব্রিটিরা তোর মতো নোংরামি করে না রে অসভ্য বেহায়া হারামজাদি সনিকা।
Personal Hate	এই ইন্টারভিউ দেখার পরে মনে হচ্ছে সোনিকা একটা মাগী! 
Personal Hate	ফান আর নোংরামীর পার্থক্য আছে যেটা আপনার শিখা উচিৎ।
Personal Hate	ক্লাসলেস পিস অফ শিট! 
Personal Hate	আর আসিফ তোর নুনু এই কারনেই ছোট
Personal Hate	তুই মাগীবাজি না করলে আল্লাহ তোর নুনু বড়ই রাখতো।
Personal Hate	মাদারির চোদরে লাথি মেরে বেরকরে দেওয়া দরকার ছিলো
Personal Hate	তোদের মতো কুত্তার বাচ্চারা সোনিকার মতো মেয়েরা পাইলে শিওর গ্যাংব্যাং দিবি
Personal Hate	মাদারিচোদ কতবড বেয়াদব 
Personal Hate	মাগি ডা অনেক সেক্সি হয়ে গেছে
Personal Hate	মাগির দাত কিন্তু হলুদ 
Personal Hate	দূর কেন যে টয়লেটে বসে তর ভিডিও দেখতে গেলাম এখন আমার হাগায় বন্ধ হয়েগেছে।
Personal Hate	ছোটি আজাদ খানকির পোলা
Personal Hate	ওর জামাই টা কি বোকাচোদা
Personal Hate	অন্যের বাচ্চা ঘারেনিছে,তাও আবার জারজ 
Personal Hate	এইসব চোদমারানির পোলারা এত পচানি খায় তাও শিক্ষা হয় না!
Personal Hate	নাটকের ভালো একজন অভিনেত কে কাকে বললি সালার মাদার চোদ 
Personal Hate	ফালতু মেয়ে নিয়ে ফালতু পেচাল 
Personal Hate	ভালগার প্রশ্ন বাদ দিয়া ভালো কন্টেন্ট বানাতে চেষ্টা কর। 
Personal Hate	এই মেটা দেমাগি এরে শোদা দরকার না ভাই
Personal Hate	আমাদের ঘৃনায় তোদের কিছু হবেনা কারন তোরা জারজ
Personal Hate	একবার জদি তোরে সামনে পাইতাম,হাজার পাবলিকের মাঝখানে, তোরে লেংটা করে দিতাম,
Personal Hate	কি সব বাল সাল, সোনিকা ধুর ক্ষ্যাত
Personal Hate	শেষের কথা টা মাদার চোদে কি বলে 
Personal Hate	কোইটা লগে চোদা খাইচত
Personal Hate	আশা করি নেক্সট টাইমে বনানি থেকে কোন মাগী ধরে এনে তার ইন্টারভিউ নিবেন
Personal Hate	বস্তাভর্তি মেকাপ নিয়ে বালের কনভারসেশন নিয়া বসছে।
Personal Hate	তুই তো কারো পায়ের জুতো হওয়ার ও যোগ্য না আর ভাব লস ?
Personal Hate	ওই কুকুরের বাচ্চা মেয়ে দেখলে দন খারা হয়ে যাই নাকি সালার 
Personal Hate	তুর মায়ের ফুটকির বিতরে ডুকাই দেব মনে রাকিস সালার বেটা
Personal Hate	বাঙালি হয়ে ইংরেজী বেশি বলাতে লাভ টা কোথায়?? 
Personal Hate	শুকারের বাচ্চার লিঙ্গ কেটে 100ভাগ করব। 
Personal Hate	বুক দেখলেই বুঝা যায় কত জনে চুষছে আর টিপছে
Personal Hate	শূয়রের বাচ্চা রে মন চায় লাত্থি দিয়া বাংলাদেশ থেকে বের করে দিই।
Personal Hate	সব গুলা মাদার চুদ। 
Personal Hate	কিন্ত কথা হল এই মাগি রে বিয়ে করসে কে
Personal Hate	মাগিটারে সাকিব খান কাজের মেয়ে হিসেবে রাখাবে না।
Personal Hate	ঠিক মতো বাংলা বলতেই পারে না।সে আবার ডি জে।
Personal Hate	জত্তসব ফালতু চুদা কারবার, 
Personal Hate	এনারে তো বেশ্যা মনে হইতাছে। 
Personal Hate	চুতমারানি একটা ... ইচ্ছা হইলে পর্ণ দেখব কিন্ত ওর গান না
Personal Hate	মাগিরে কুত্তা দিয়ে চুদানো দরকার। বাইর হ বাংলাদেশ থেকে তুই
Personal Hate	বুকের দুই পাশে দুই টুকরো ছিড়ে ফেললে আরও সুন্দর ও সেক্সি লাগত। 
Personal Hate	রাস্তার মেয়ে...পতিতার চেয়ে খারাফ।
Personal Hate	যদি জারজ না হয়ে থাকিস, তাহলে দয়া করে ভাল হয়ে যা 
Personal Hate	সনিকা যে একতা মাগি তা আপনার শো তে এসে প্রকাশ করল ।
Personal Hate	ফুল পর্ণ ভিডিও দেখাইয়া কস ইন্টারভিউ।
Personal Hate	লজ্জা পানির লগে মিশাইয়া খাইয়া লাইছে নাকি বুজতাছিনা।
Personal Hate	ইউটিউব নোংরা বানানোর কারিগর...
Personal Hate	বাঙালি না থাকলে উনি ন্যাংটা হয়ে খোলা আকাশের নিচে tot tot করতেন সম্ভবতো।
Personal Hate	তোদের তো চুদেই তো টাকা দেয়।
Personal Hate	সোভিকের মত ফালতু চুদা আর নাই 
Personal Hate	বাংলায় কথা বলতে কি আপনার কষ্ট হয়?
Personal Hate	মাগির চিহারা দেখলে পিটাতে মন চায়
Personal Hate	মাদারচোদ। হেটার পাছায় ভইরা দিমু। 
Personal Hate	ছুরি একটা মাগি!!
Personal Hate	তুই তোর মার পুটকি মার খানকির পুত 
Personal Hate	এটা মেয়ে না। ইহুদির বাচ্চা।
Personal Hate	আসিফের বাপে ওরে একটা আবাল হিসাবে পয়দা করছে
Personal Hate	তোমরা নুডিরা বাংলাদেশে ঝামেলা সৃষ্টি করতে যথেষ্ট!!!!
Personal Hate	কি বাজে কণ্ঠ!! এই বেডি অটো টিউন ছাড়া গানের দিকে আইলো কেমতে?? 
Personal Hate	এই সব পতিতা মানুষিকতার মেয়েরা আমাদের দেশের আবর্জনা
Personal Hate	আই হায় কি ভাব চুদায়, তুই আমার লাওরার ভিজা বাল।
Personal Hate	তুই ২০ টাকার খানকির চেয়েও নষ্ট মাগি। 
Personal Hate	হালার গরের হালা বাবা খোর
Personal Hate	ইউটিউবার দেখছি এমন বক্সচুদ ইউটিউবার তো দেখি নাই কখনো।
Personal Hate	ফেমিলি সো শালার তোর ভিডিওর শুরুতে আহ সাউন্ড।
Personal Hate	আবাল এইগুলোও তোর কাছে লোক হাসানো প্রশ্ন মনে হয়??
Personal Hate	ভালো কোন অনুষ্ঠানে যত সব মূর্খদের দাওয়াত করে। 
Personal Hate	সব গান গঞ্জিকা খাইয়া গাইছে হ্লা আবাল চুদারা
Personal Hate	দুইটাই পতিতালয়ে জন্ম নেয়া অবৈধ বেয়াদবের বাচ্চা! 
Personal Hate	ফালতু উপস্হাপিকা। বেশি নেকামি করে। 
Personal Hate	এই একটা মেয়ের গলা হুনলেই বমি আইসা পরে
Personal Hate	এই সব পাগল ছাগল ও ইন্টারনেট এ দেখতে হয়। 
Personal Hate	খাচ্চর মানুষ গুলার খাচ্চর মার্কা কথাবার্তা।
Personal Hate	মিস মূর্খ বাংলাদেশ প্রতিযোগিতা । 
Personal Hate	আরে হালার পোত ও মাতারি ইংলিশ মাড়াচ্ছিস ইংলিশেই মারা
Personal Hate	মাদার চোদ আরেক জনের গান নিয়ে মজা চোদাও  
Personal Hate	আজ একদম সিওর হলাম ওর কোন ইজজত নাই 
Personal Hate	খানকির পোলাগো ভাষা দেখো 
Personal Hate	দুধ গোলা এত্ত বড় করে পেলছে কেমনে?
Personal Hate	গলা শুনলে মনে হয় মুখে ধোন ভইরা রাখসে। 
Personal Hate	লুচ্চা খানকির পুলা
Personal Hate	মাগি ছাগলের ডিম ডুকাইয়া দিমু 
Personal Hate	কয়দিন পর চুদতে চুদতে বলবে তারা ফান করছে
Personal Hate	তুই একটা মাগির পোলা 
Personal Hate	ভাইয়া এই সব পাগল দেরকে নিয়ে আসেন কেন। 
Personal Hate	পয়দা হওয়ার পর যত গালী শিখছি সব ওর স্পর্শীয়ার গুদে দিয়ে দেব।
Personal Hate	ছোটা আজাদ আর স্পর্শিয়া দুইটারেই কাঁটা জিগারের চেলি দিয়া বাইড়ানি দরকার!
Personal Hate	ছিছিছি এই মেয়েটা এত নোংরা ভাপ্তেও পারিনা।
Personal Hate	মাগী টা চুদা খায় নিয়মিত মনে হচ্ছে। 
Personal Hate	আপনার নাম যে কেন সবাই "চটি আজাদ" রেখেছে, তা আজ বুঝলাম। 
Personal Hate	যদি এমন হতো.তাহার দুই হাতার বদলে বুকের জায়গায় ফুটো থাকে
Personal Hate	এই বালপাকনা মাগী রে নিয়া আজকের এপিসোড টা বরবাদ করলেন।
Personal Hate	খানকির পুতেরা। কুত্তা দিয়া পুন্দামু মাংগের পোলা 
Personal Hate	সেক্স কোরে তার পর ভিডিও দে লাইভ এসে!! 
Personal Hate	দুদমারানি-দুদমারানি-দুদমারানি'। 
Personal Hate	কত জন যে চুদছে মাগীর ভোদাতে, স্পর্শীয়া মাগী। 
Personal Hate	এই সব বাইনছোদরে গারানো দরকার 
Personal Hate	বালের ব্যাকগ্রাউন্ড মিউজিক লাগাইসো 
Personal Hate	লাত্তি মেরে স্টেজ থেকে বের করে দেওয়া উচিত 
Personal Hate	বোকা চোদা বাইঞ্চদ সৌভিক কাইল্লা 
Personal Hate	হ্যালো লুইচ্চা আজাদ?
Personal Hate	আসলে তোমার তো মা ও বোন নেই,
Personal Hate	মাগি আগের থেকেই বাধাই রাখছে আর কই পরের মাসেই বাধছে.
Personal Hate	তোরাই সমাজ নস্ট করিস,
Personal Hate	এই মাগিকে দিয়ে বারা চুসানোর ইচ্ছা করতেছে 
Personal Hate	চোদনা এইটা বুঝি ফ্যামিলি শোও রে..
Personal Hate	রোবট টাইপের মাগি।
Personal Hate	পরিচয়ের আগেই চুদে দিলো... 
Personal Hate	তরে তো গুদ মারে ছোট আজাদ ওর ছোট মেশিন দিয়া
Personal Hate	তুই কি পতিতালয়ে জন্ম্য নিছিস
Personal Hate	তর আম্মু আব্বু ওরা সবাই পতিতালয়ের,
Personal Hate	ভুলটা প্রশ্ন কর্তার। সে একটা উন্নত মানে ছাগী টাইপ 
Personal Hate	জামাই যদি বাচ্চা হয় তবে জামাই কে দুদু খাওয়া
Personal Hate	এদের আসলে মানসিক বৈকল্য ঘটেছে। 
Personal Hate	মাগীরে দেখলেই মেজাজ খারাপ হয়ে যায় 
Personal Hate	মাগি তকে আর ভালো  কি করবে 
Personal Hate	বাংলাদেশ তে ভাগ মাগি নাহলে তোর পাছায় লাত্থি দিয়া মায়ানমারের পাঠামু
Personal Hate	শালারপুতরা বললে বাংলাই বল খিচুড়ি বলিস না। 
Personal Hate	তোমাদের এ শো থেকে জেচিকা শনাম নের চটি দেখা অনেক ভাল 
Personal Hate	এই ম্যাইয়ারে হেমায়েতপুর থেইকা খোলা অবস্থায় ছাইড়া দিছে কেড়ায়!!
Personal Hate	কয় হেই বাংলাদেশি না হেই আবার বাংলাদেশের নিমক খাইয়া হারামিপনা করে
Personal Hate	কিরে ভোদায় কি জল এসে পড়ছে নাকি ভিজে গেছে বলতেছস??
Personal Hate	ব্রা বলে? হা হা হা শালা লুচ্চা
Personal Hate	তারউপর এটা কেমন টাইটেল দিছস তোর ভিডিওর?
Personal Hate	যারা বিচারক তারাই ছাগল তা যারা প্রতিযোগিতা তাদের কি অবস্থা হবে
Personal Hate	এসব ভালগার ভিডিও বানানো অফ কর। 
Personal Hate	মাগি তুরে কুত্তা দিয়া চুদান উচিত।
Personal Hate	ভাইব্রাদার এখন সফটপর্ণের চ্যানেল হইছে।
Personal Hate	মনডায় কয় মাগির বাচচারে টান দিয়া সাওয়া টা ছিড়তে পারতাম
Personal Hate	তুই শালায় এই ডি কি লাগাইছোস
Personal Hate	ইউটিউব এ একাউন্ট খুলছোস? ভালো কিছু বানা যাতে মানুষ দেখে
Personal Hate	গন জাগরেণ নিয়া চুইদা এইটার ভোদের রস বাহির করার দরকার
Personal Hate	আরে তুই তো বাজারের মেয়ে থেকেও খারাপ। 
Personal Hate	তোদের ভোদার রস যখন শুকিয়ে যাবে তখন তোদের কুত্তাও চুদবেনা 
Personal Hate	বাঁশ এর বাড়ি আবার খাবি নাকী গরুর হাটে 
Personal Hate	ছোট আজাদের মরিচ আসলেই ছোট।
Personal Hate	দেখে মনে হচ্ছে চুরি করতে গিয়ে ধরা খাওয়ায় বাশের বাড়ি খেয়েছ।
Personal Hate	বাংলায় ভোদা বললে দোষ আর ইংলিশ এ গুদ শুনতে খুব ভালো লাগে একেবারে মন ভইরা সোনা খারায়া যায় না?
Personal Hate	বান্দির পুতকেতো দেখতে ফকিন্নি লাগে।বস্তির পুলা,শালা টুকাই। 
Personal Hate	এই কুত্তার বাচ্চা এটা কি ইংলিশ অনুষ্টান মাদাদর চোদ
Personal Hate	এর যদি ভিডিও বাহির হয়,প্রভার চেয়ে ও বেশি চিল্লাই বো,
Personal Hate	চুল মডেল এইটা। দেখলেই রাগ উঠে।
Personal Hate	হ... বাংলাদেশের চ্যানেলে তোর বাল চালাবে... 
Personal Hate	আজকের সো বালের হইছে। জমে নাই 
Personal Hate	এসব ফালতু দের নিয়ে এসে সেলিব্রেটি বানানোর দরকার নাই।
Personal Hate	খাটি বাংলায় এক কথায় মাগি একটা।
Personal Hate	শালীর কন্ঠ গাবীন গরুর মত
Personal Hate	যত সব আবাল মানুষের বসবাস, ইউটিউব এর সেলিব্রিটি হইলেই যা মন চায় করা যায় না ভাই. লিমিট এ থাক
